chr	pos_bp	marker	pos_cM	chr_end	length_bp	length_cM	reversed	marker_status	marker_number
2	230111154	M1740	133.6	FALSE	101416	0.200000000000017	FALSE	keep	1740
2	230212570	M1741	133.8	FALSE	101316	0.199999999999989	FALSE	keep	1741
2	230313886	M1742	134	FALSE	227275	0.199999999999989	FALSE	keep	1742
2	230541161	M1743	134.2	FALSE	134853	0.200000000000017	FALSE	keep	1743
2	230676014	M1744	134.4	FALSE	142685	0.199999999999989	FALSE	keep	1744
2	230818699	M1745	134.6	FALSE	150892	0.200000000000017	FALSE	keep	1745
2	230969591	M1746	134.8	FALSE	182245	0.199999999999989	FALSE	keep	1746
2	231151836	M1747	135	FALSE	205365	0.199999999999989	FALSE	keep	1747
2	231357201	M1748	135.2	FALSE	255027	0.200000000000017	FALSE	keep	1748
2	231612228	M1749	135.4	FALSE	190601	0.199999999999989	FALSE	keep	1749
2	231802829	M1750	135.6	FALSE	170283	0.200000000000017	FALSE	keep	1750
2	231973112	M1751	135.8	FALSE	433603	0.399999999999977	FALSE	keep	1751
2	232406715	M1753	136.2	FALSE	204400	0.200000000000017	FALSE	keep	1753
2	232611115	M1754	136.4	FALSE	192415	0.199999999999989	FALSE	keep	1754
2	232803530	M1755	136.6	FALSE	428810	0.400000000000006	FALSE	keep	1755
2	233232340	M1757	137	FALSE	249178	0.199999999999989	FALSE	keep	1757
2	233481518	M1758	137.2	FALSE	453035	0.400000000000006	FALSE	keep	1758
2	233934553	M1760	137.6	FALSE	149806	0.200000000000017	FALSE	keep	1760
2	234084359	M1761	137.8	FALSE	196304	0.199999999999989	FALSE	keep	1761
2	234280663	M1762	138	FALSE	219418	0.199999999999989	FALSE	keep	1762
2	234500081	M1763	138.2	FALSE	204385	0.200000000000017	FALSE	keep	1763
2	234704466	M1764	138.4	FALSE	231036	0.199999999999989	FALSE	keep	1764
2	234935502	M1765	138.6	FALSE	460537	0.400000000000006	FALSE	keep	1765
2	235396039	M1767	139	FALSE	404145	0.400000000000006	FALSE	keep	1767
2	235800184	M1769	139.4	FALSE	182474	0.199999999999989	FALSE	keep	1769
2	235982658	M1770	139.6	FALSE	37544	0.200000000000017	FALSE	keep	1770
2	236020202	M1771	139.8	FALSE	28810	0.199999999999989	FALSE	keep	1771
2	236049012	M1772	140	FALSE	229734	0.400000000000006	FALSE	keep	1772
2	236278746	M1774	140.4	FALSE	165742	0.400000000000006	FALSE	keep	1774
2	236444488	M1776	140.8	FALSE	80675	0.199999999999989	FALSE	keep	1776
2	236525163	M1777	141	FALSE	158646	0.199999999999989	FALSE	keep	1777
2	236683809	M1778	141.2	FALSE	213296	0.200000000000017	FALSE	keep	1778
2	236897105	M1779	141.4	FALSE	198335	0.199999999999989	FALSE	keep	1779
2	237095440	M1780	141.6	FALSE	119054	0.200000000000017	FALSE	keep	1780
2	237214494	M1781	141.8	FALSE	206898	0.199999999999989	FALSE	keep	1781
2	237421392	M1782	142	FALSE	208124	0.199999999999989	FALSE	keep	1782
2	237629516	M1783	142.2	FALSE	219862	0.200000000000017	FALSE	keep	1783
2	237849378	M1784	142.4	FALSE	141189	0.199999999999989	FALSE	keep	1784
2	237990567	M1785	142.6	FALSE	136163	0.800000000000011	FALSE	keep	1785
2	238126730	M1789	143.4	FALSE	73649	0.199999999999989	FALSE	keep	1789
2	238200379	M1790	143.6	FALSE	73692	0.200000000000017	FALSE	keep	1790
2	238274071	M1791	143.8	FALSE	72093	0.199999999999989	FALSE	keep	1791
2	238346164	M1792	144	FALSE	73487	0.199999999999989	FALSE	keep	1792
2	238419651	M1793	144.2	FALSE	110338	0.200000000000017	FALSE	keep	1793
2	238529989	M1794	144.4	FALSE	73059	0.199999999999989	FALSE	keep	1794
2	238603048	M1795	144.6	FALSE	73638	0.200000000000017	FALSE	keep	1795
2	238676686	M1796	144.8	FALSE	163462	0.399999999999977	FALSE	keep	1796
2	238840148	M1798	145.2	FALSE	69852	0.200000000000017	FALSE	keep	1798
2	238910000	M1799	145.4	FALSE	68017	0.199999999999989	FALSE	keep	1799
2	238978017	M1800	145.6	FALSE	81763	0.200000000000017	FALSE	keep	1800
2	239059780	M1801	145.8	FALSE	57057	0.199999999999989	FALSE	keep	1801
2	239116837	M1802	146	FALSE	82237	0.199999999999989	FALSE	keep	1802
2	239199074	M1803	146.2	FALSE	74896	0.200000000000017	FALSE	keep	1803
2	239273970	M1804	146.4	FALSE	73454	0.199999999999989	FALSE	keep	1804
2	239347424	M1805	146.6	FALSE	73638	0.200000000000017	FALSE	keep	1805
2	239421062	M1806	146.8	FALSE	77265	0.199999999999989	FALSE	keep	1806
2	239498327	M1807	147	FALSE	73627	0.199999999999989	FALSE	keep	1807
2	239571954	M1808	147.2	FALSE	70923	0.200000000000017	FALSE	keep	1808
2	239642877	M1809	147.4	FALSE	73773	0.199999999999989	FALSE	keep	1809
2	239716650	M1810	147.6	FALSE	70679	0.200000000000017	FALSE	keep	1810
2	239787329	M1811	147.8	FALSE	73400	0.199999999999989	FALSE	keep	1811
2	239860729	M1812	148	FALSE	71850	0.199999999999989	FALSE	keep	1812
2	239932579	M1813	148.2	FALSE	69088	0.200000000000017	FALSE	keep	1813
2	240001667	M1814	148.4	FALSE	73552	0.199999999999989	FALSE	keep	1814
2	240075219	M1815	148.6	FALSE	71237	0.200000000000017	FALSE	keep	1815
2	240146456	M1816	148.8	FALSE	75017	0.199999999999989	FALSE	keep	1816
2	240221473	M1817	149	FALSE	62406	0.199999999999989	FALSE	keep	1817
2	240283879	M1818	149.2	FALSE	85834	0.200000000000017	FALSE	keep	1818
2	240369713	M1819	149.4	FALSE	60633	0.199999999999989	FALSE	keep	1819
2	240430346	M1820	149.6	FALSE	77538	0.200000000000017	FALSE	keep	1820
2	240507884	M1821	149.8	FALSE	75987	0.199999999999989	FALSE	keep	1821
2	240583871	M1822	150	FALSE	1327614	0.199999999999989	FALSE	keep	1822
2	241911485	M1823	150.2	FALSE	66518	0.200000000000017	FALSE	keep	1823
2	241978003	M1824	150.4	FALSE	80963	0.199999999999989	FALSE	keep	1824
2	242058966	M1825	150.6	FALSE	76157	0.200000000000017	FALSE	keep	1825
2	242135123	M1826	150.8	FALSE	151633	0.399999999999977	FALSE	keep	1826
2	242286756	M1828	151.2	FALSE	75912	0.200000000000017	FALSE	keep	1828
2	242362668	M1829	151.4	FALSE	113470	0.199999999999989	FALSE	keep	1829
2	242897326	M1835	152.6	FALSE	47544	0.200000000000017	FALSE	keep	1835
2	243226777	M1840	153.6	FALSE	70027	0.200000000000017	FALSE	keep	1840
2	243296804	M1841	153.8	FALSE	73078	0.199999999999989	FALSE	keep	1841
2	243369882	M1842	154	FALSE	72865	0.199999999999989	FALSE	keep	1842
2	243442747	M1843	154.2	FALSE	60260	0.200000000000017	FALSE	keep	1843
2	243503007	M1844	154.4	FALSE	86391	0.199999999999989	FALSE	keep	1844
2	243589398	M1845	154.6	FALSE	70457	0.200000000000017	FALSE	keep	1845
2	243659855	M1846	154.8	FALSE	147088	0.399999999999977	FALSE	keep	1846
2	243806943	M1848	155.2	FALSE	70631	0.200000000000017	FALSE	keep	1848
2	243877574	M1849	155.4	FALSE	96118	0.199999999999989	FALSE	keep	1849
2	243973692	M1850	155.6	FALSE	114944	0.200000000000017	FALSE	keep	1850
2	244088636	M1851	155.8	FALSE	118876	0.199999999999989	FALSE	keep	1851
2	244207512	M1852	156	FALSE	115613	0.199999999999989	FALSE	keep	1852
2	244323125	M1853	156.2	FALSE	103919	0.200000000000017	FALSE	keep	1853
2	244427044	M1854	156.4	TRUE	NA	NA	FALSE	keep	1854
3	69548	M1876	-2.2	FALSE	52023	0.4	FALSE	keep	1876
3	121571	M1878	-1.8	FALSE	47147	0.2	FALSE	keep	1878
3	168718	M1879	-1.6	FALSE	46220	0.2	FALSE	keep	1879
3	214938	M1880	-1.4	FALSE	43414	0.2	FALSE	keep	1880
3	258352	M1881	-1.2	FALSE	47144	0.2	FALSE	keep	1881
3	305496	M1882	-1	FALSE	50765	0.2	FALSE	keep	1882
3	356261	M1883	-0.8	FALSE	168582	0.2	FALSE	keep	1883
3	524843	M1884	-0.6	FALSE	40564	0.4	FALSE	keep	1884
3	565407	M1886	-0.2	FALSE	37611	0.2	FALSE	keep	1886
3	603018	M1887	0	FALSE	44206	0.2	FALSE	keep	1887
3	647224	M1888	0.2	FALSE	61947	0.2	FALSE	keep	1888
3	709171	M1889	0.4	FALSE	29465	0.2	FALSE	keep	1889
3	738636	M1890	0.6	FALSE	38517	0.2	FALSE	keep	1890
3	777153	M1891	0.8	FALSE	38802	0.2	FALSE	keep	1891
3	815955	M1892	1	FALSE	38546	0.2	FALSE	keep	1892
3	854501	M1893	1.2	FALSE	38534	0.2	FALSE	keep	1893
3	893035	M1894	1.4	FALSE	40096	0.2	FALSE	keep	1894
3	933131	M1895	1.6	FALSE	38541	0.2	FALSE	keep	1895
3	971672	M1896	1.8	FALSE	39009	0.2	FALSE	keep	1896
3	1010681	M1897	2	FALSE	38539	0.2	FALSE	keep	1897
3	1049220	M1898	2.2	FALSE	38690	0.2	FALSE	keep	1898
3	1087910	M1899	2.4	FALSE	69176	0.2	FALSE	keep	1899
3	1157086	M1900	2.6	FALSE	81654	0.4	FALSE	keep	1900
3	1238740	M1902	3	FALSE	37014	0.2	FALSE	keep	1902
3	1275754	M1903	3.2	FALSE	78894	0.4	FALSE	keep	1903
3	1354648	M1905	3.6	FALSE	38546	0.2	FALSE	keep	1905
3	1393194	M1906	3.8	FALSE	38551	0.2	FALSE	keep	1906
3	1431745	M1907	4	FALSE	38622	0.2	FALSE	keep	1907
3	1470367	M1908	4.2	FALSE	37971	0.2	FALSE	keep	1908
3	1508338	M1909	4.4	FALSE	38707	0.199999999999999	FALSE	keep	1909
3	1547045	M1910	4.6	FALSE	39046	0.2	FALSE	keep	1910
3	1586091	M1911	4.8	FALSE	44369	0.2	FALSE	keep	1911
3	1630460	M1912	5	FALSE	33783	0.6	FALSE	keep	1912
3	1664243	M1915	5.6	FALSE	37903	0.2	FALSE	keep	1915
3	1702146	M1916	5.8	FALSE	39903	0.2	FALSE	keep	1916
3	1742049	M1917	6	FALSE	37705	0.2	FALSE	keep	1917
3	1779754	M1918	6.2	FALSE	38550	0.2	FALSE	keep	1918
3	1818304	M1919	6.4	FALSE	38549	0.199999999999999	FALSE	keep	1919
3	1856853	M1920	6.6	FALSE	37699	0.2	FALSE	keep	1920
3	1894552	M1921	6.8	FALSE	38426	0.2	FALSE	keep	1921
3	1932978	M1922	7	FALSE	64695	0.2	FALSE	keep	1922
3	2039029	M1925	7.6	FALSE	38489	0.2	FALSE	keep	1925
3	2077518	M1926	7.8	FALSE	38608	0.2	FALSE	keep	1926
3	2116126	M1927	8	FALSE	38009	0.199999999999999	FALSE	keep	1927
3	2154135	M1928	8.2	FALSE	47273	0.200000000000001	FALSE	keep	1928
3	2201408	M1929	8.4	FALSE	40290	0.199999999999999	FALSE	keep	1929
3	2241698	M1930	8.6	FALSE	43708	0.4	FALSE	keep	1930
3	2285406	M1932	9	FALSE	75724	0.199999999999999	FALSE	keep	1932
3	2361130	M1933	9.2	FALSE	76019	0.4	FALSE	keep	1933
3	2437149	M1935	9.6	FALSE	37426	0.200000000000001	FALSE	keep	1935
3	2474575	M1936	9.8	FALSE	45798	0.199999999999999	FALSE	keep	1936
3	2520373	M1937	10	FALSE	38659	0.199999999999999	FALSE	keep	1937
3	2559032	M1938	10.2	FALSE	54596	0.4	FALSE	keep	1938
3	2613628	M1940	10.6	FALSE	38551	0.200000000000001	FALSE	keep	1940
3	2652179	M1941	10.8	FALSE	38553	0.199999999999999	FALSE	keep	1941
3	2690732	M1942	11	FALSE	38535	0.199999999999999	FALSE	keep	1942
3	2729267	M1943	11.2	FALSE	38538	0.200000000000001	FALSE	keep	1943
3	2767805	M1944	11.4	FALSE	38534	0.199999999999999	FALSE	keep	1944
3	2806339	M1945	11.6	FALSE	27305	0.200000000000001	FALSE	keep	1945
3	2833644	M1946	11.8	FALSE	46902	0.199999999999999	FALSE	keep	1946
3	2880546	M1947	12	FALSE	40828	0.199999999999999	FALSE	keep	1947
3	2921374	M1948	12.2	FALSE	39726	0.200000000000001	FALSE	keep	1948
3	2961100	M1949	12.4	FALSE	50509	0.199999999999999	FALSE	keep	1949
3	3011609	M1950	12.6	FALSE	38622	0.200000000000001	FALSE	keep	1950
3	3050231	M1951	12.8	FALSE	49459	0.199999999999999	FALSE	keep	1951
3	3099690	M1952	13	FALSE	38545	0.199999999999999	FALSE	keep	1952
3	3138235	M1953	13.2	FALSE	37910	0.200000000000001	FALSE	keep	1953
3	3176145	M1954	13.4	FALSE	62641	0.199999999999999	FALSE	keep	1954
3	3238786	M1955	13.6	FALSE	38550	0.200000000000001	FALSE	keep	1955
3	3277336	M1956	13.8	FALSE	48779	0.199999999999999	FALSE	keep	1956
3	3326115	M1957	14	FALSE	21686	0.199999999999999	FALSE	keep	1957
3	3347801	M1958	14.2	FALSE	38477	0.200000000000001	FALSE	keep	1958
3	3386278	M1959	14.4	FALSE	38482	0.199999999999999	FALSE	keep	1959
3	3424760	M1960	14.6	FALSE	38541	0.200000000000001	FALSE	keep	1960
3	3463301	M1961	14.8	FALSE	29268	0.199999999999999	FALSE	keep	1961
3	3492569	M1962	15	FALSE	44433	0.199999999999999	FALSE	keep	1962
3	3537002	M1963	15.2	FALSE	53109	0.200000000000001	FALSE	keep	1963
3	3590111	M1964	15.4	FALSE	75369	0.4	FALSE	keep	1964
3	3665480	M1966	15.8	FALSE	43790	0.199999999999999	FALSE	keep	1966
3	3709270	M1967	16	FALSE	43484	0.199999999999999	FALSE	keep	1967
3	3752754	M1968	16.2	FALSE	36291	0.199999999999999	FALSE	keep	1968
3	3789045	M1969	16.4	FALSE	49886	0.200000000000003	FALSE	keep	1969
3	3838931	M1970	16.6	FALSE	42031	0.199999999999999	FALSE	keep	1970
3	3880962	M1971	16.8	FALSE	40274	0.199999999999999	FALSE	keep	1971
3	3921236	M1972	17	FALSE	42030	0.199999999999999	FALSE	keep	1972
3	3963266	M1973	17.2	FALSE	43488	0.199999999999999	FALSE	keep	1973
3	4006754	M1974	17.4	FALSE	51229	0.200000000000003	FALSE	keep	1974
3	4057983	M1975	17.6	FALSE	34033	0.199999999999999	FALSE	keep	1975
3	4092016	M1976	17.8	FALSE	49312	0.199999999999999	FALSE	keep	1976
3	4141328	M1977	18	FALSE	119512	0.399999999999999	FALSE	keep	1977
3	4260840	M1979	18.4	FALSE	58588	0.200000000000003	FALSE	keep	1979
3	4319428	M1980	18.6	FALSE	4004	0.399999999999999	FALSE	keep	1980
3	4323432	M1982	19	FALSE	46948	0.199999999999999	FALSE	keep	1982
3	4370380	M1983	19.2	FALSE	77965	0.199999999999999	FALSE	keep	1983
3	4448345	M1984	19.4	FALSE	62905	0.200000000000003	FALSE	keep	1984
3	4511250	M1985	19.6	FALSE	59586	0.199999999999999	FALSE	keep	1985
3	4570836	M1986	19.8	FALSE	93244	0.199999999999999	FALSE	keep	1986
3	4664080	M1987	20	FALSE	116372	0.199999999999999	FALSE	keep	1987
3	4780452	M1988	20.2	FALSE	74143	0.199999999999999	FALSE	keep	1988
3	4854595	M1989	20.4	FALSE	30874	0.200000000000003	FALSE	keep	1989
3	4885469	M1990	20.6	FALSE	31119	0.199999999999999	FALSE	keep	1990
3	4916588	M1991	20.8	FALSE	31121	0.199999999999999	FALSE	keep	1991
3	4947709	M1992	21	FALSE	30531	0.199999999999999	FALSE	keep	1992
3	4978240	M1993	21.2	FALSE	38344	0.199999999999999	FALSE	keep	1993
3	5016584	M1994	21.4	FALSE	32502	0.200000000000003	FALSE	keep	1994
3	5049086	M1995	21.6	FALSE	30141	0.199999999999999	FALSE	keep	1995
3	5079227	M1996	21.8	FALSE	22874	0.199999999999999	FALSE	keep	1996
3	5102101	M1997	22	FALSE	31209	0.199999999999999	FALSE	keep	1997
3	5133310	M1998	22.2	FALSE	46244	0.199999999999999	FALSE	keep	1998
3	5179554	M1999	22.4	FALSE	56049	0.200000000000003	FALSE	keep	1999
3	5235603	M2000	22.6	FALSE	97409	0.399999999999999	FALSE	keep	2000
3	5333012	M2002	23	FALSE	39297	0.199999999999999	FALSE	keep	2002
3	5372309	M2003	23.2	FALSE	94858	0.199999999999999	FALSE	keep	2003
3	5467167	M2004	23.4	FALSE	52563	0.200000000000003	FALSE	keep	2004
3	5519730	M2005	23.6	FALSE	23959	0.199999999999999	FALSE	keep	2005
3	5543689	M2006	23.8	FALSE	76092	0.199999999999999	FALSE	keep	2006
3	5619781	M2007	24	FALSE	98215	0.399999999999999	FALSE	keep	2007
3	5717996	M2009	24.4	FALSE	41717	0.200000000000003	FALSE	keep	2009
3	5759713	M2010	24.6	FALSE	16898	0.199999999999999	FALSE	keep	2010
3	5776611	M2011	24.8	FALSE	77774	0.199999999999999	FALSE	keep	2011
3	5854385	M2012	25	FALSE	59197	0.199999999999999	FALSE	keep	2012
3	5913582	M2013	25.2	FALSE	215863	0.400000000000002	FALSE	keep	2013
3	6129445	M2015	25.6	FALSE	69319	0.199999999999999	FALSE	keep	2015
3	6198764	M2016	25.8	FALSE	70007	0.199999999999999	FALSE	keep	2016
3	6268771	M2017	26	FALSE	66203	0.199999999999999	FALSE	keep	2017
3	6334974	M2018	26.2	FALSE	149752	0.600000000000001	FALSE	keep	2018
3	6484726	M2021	26.8	FALSE	105376	0.199999999999999	FALSE	keep	2021
3	6590102	M2022	27	FALSE	66074	0.199999999999999	FALSE	keep	2022
3	6656176	M2023	27.2	FALSE	64493	0.199999999999999	FALSE	keep	2023
3	6720669	M2024	27.4	FALSE	79869	0.200000000000003	FALSE	keep	2024
3	6800538	M2025	27.6	FALSE	68645	0.199999999999999	FALSE	keep	2025
3	6869183	M2026	27.8	FALSE	69960	0.199999999999999	FALSE	keep	2026
3	6939143	M2027	28	FALSE	61051	0.199999999999999	FALSE	keep	2027
3	7000194	M2028	28.2	FALSE	69510	0.199999999999999	FALSE	keep	2028
3	7069704	M2029	28.4	FALSE	72773	0.200000000000003	FALSE	keep	2029
3	7142477	M2030	28.6	FALSE	68652	0.199999999999999	FALSE	keep	2030
3	7211129	M2031	28.8	FALSE	97262	0.199999999999999	FALSE	keep	2031
3	7308391	M2032	29	FALSE	70071	0.199999999999999	FALSE	keep	2032
3	7378462	M2033	29.2	FALSE	68749	0.199999999999999	FALSE	keep	2033
3	7447211	M2034	29.4	FALSE	70331	0.200000000000003	FALSE	keep	2034
3	7517542	M2035	29.6	FALSE	73030	0.199999999999999	FALSE	keep	2035
3	7590572	M2036	29.8	FALSE	92070	0.199999999999999	FALSE	keep	2036
3	7682642	M2037	30	FALSE	93777	0.199999999999999	FALSE	keep	2037
3	7776419	M2038	30.2	FALSE	83520	0.199999999999999	FALSE	keep	2038
3	7859939	M2039	30.4	FALSE	84758	0.200000000000003	FALSE	keep	2039
3	7944697	M2040	30.6	FALSE	85014	0.199999999999999	FALSE	keep	2040
3	8029711	M2041	30.8	FALSE	132470	0.399999999999999	FALSE	keep	2041
3	8162181	M2043	31.2	FALSE	73700	0.199999999999999	FALSE	keep	2043
3	8235881	M2044	31.4	FALSE	69858	0.200000000000003	FALSE	keep	2044
3	8305739	M2045	31.6	FALSE	104224	0.199999999999999	FALSE	keep	2045
3	8409963	M2046	31.8	FALSE	52930	0.199999999999999	FALSE	keep	2046
3	8462893	M2047	32	FALSE	72677	0.200000000000003	FALSE	keep	2047
3	8535570	M2048	32.2	FALSE	37771	0.199999999999996	FALSE	keep	2048
3	8573341	M2049	32.4	FALSE	110917	0.200000000000003	FALSE	keep	2049
3	8684258	M2050	32.6	FALSE	203749	0.399999999999999	FALSE	keep	2050
3	8888007	M2052	33	FALSE	158478	0.399999999999999	FALSE	keep	2052
3	9046485	M2054	33.4	FALSE	91456	0.200000000000003	FALSE	keep	2054
3	9137941	M2055	33.6	FALSE	98352	0.199999999999996	FALSE	keep	2055
3	9236293	M2056	33.8	FALSE	116183	0.200000000000003	FALSE	keep	2056
3	9352476	M2057	34	FALSE	203052	0.399999999999999	FALSE	keep	2057
3	9555528	M2059	34.4	FALSE	100501	0.200000000000003	FALSE	keep	2059
3	9656029	M2060	34.6	FALSE	105636	0.199999999999996	FALSE	keep	2060
3	9761665	M2061	34.8	FALSE	99466	0.200000000000003	FALSE	keep	2061
3	9861131	M2062	35	FALSE	105816	0.200000000000003	FALSE	keep	2062
3	9966947	M2063	35.2	FALSE	93631	0.199999999999996	FALSE	keep	2063
3	10060578	M2064	35.4	FALSE	114830	0.200000000000003	FALSE	keep	2064
3	10175408	M2065	35.6	FALSE	75330	0.199999999999996	FALSE	keep	2065
3	10250738	M2066	35.8	FALSE	145246	0.200000000000003	FALSE	keep	2066
3	10395984	M2067	36	FALSE	103278	0.200000000000003	FALSE	keep	2067
3	10499262	M2068	36.2	FALSE	103713	0.199999999999996	FALSE	keep	2068
3	10602975	M2069	36.4	FALSE	125675	0.200000000000003	FALSE	keep	2069
3	10728650	M2070	36.6	FALSE	78948	0.199999999999996	FALSE	keep	2070
3	10807598	M2071	36.8	FALSE	81129	0.200000000000003	FALSE	keep	2071
3	10888727	M2072	37	FALSE	91999	0.200000000000003	FALSE	keep	2072
3	10980726	M2073	37.2	FALSE	102862	0.199999999999996	FALSE	keep	2073
3	11083588	M2074	37.4	FALSE	99421	0.200000000000003	FALSE	keep	2074
3	11183009	M2075	37.6	FALSE	106547	0.199999999999996	FALSE	keep	2075
3	11289556	M2076	37.8	FALSE	94619	0.200000000000003	FALSE	keep	2076
3	11384175	M2077	38	FALSE	136801	0.200000000000003	FALSE	keep	2077
3	11520976	M2078	38.2	FALSE	118383	0.199999999999996	FALSE	keep	2078
3	11639359	M2079	38.4	FALSE	312423	0.399999999999999	FALSE	keep	2079
3	11951782	M2081	38.8	FALSE	155075	0.200000000000003	FALSE	keep	2081
3	12106857	M2082	39	FALSE	168680	0.200000000000003	FALSE	keep	2082
3	12275537	M2083	39.2	FALSE	142526	0.199999999999996	FALSE	keep	2083
3	12418063	M2084	39.4	FALSE	164969	0.200000000000003	FALSE	keep	2084
3	12583032	M2085	39.6	FALSE	154464	0.199999999999996	FALSE	keep	2085
3	12737496	M2086	39.8	FALSE	321154	0.400000000000006	FALSE	keep	2086
3	13058650	M2088	40.2	FALSE	83333	0.199999999999996	FALSE	keep	2088
3	13141983	M2089	40.4	FALSE	228234	0.200000000000003	FALSE	keep	2089
3	13370217	M2090	40.6	FALSE	87252	0.199999999999996	FALSE	keep	2090
3	13457469	M2091	40.8	FALSE	362934	0.400000000000006	FALSE	keep	2091
3	13820403	M2093	41.2	FALSE	154407	0.199999999999996	FALSE	keep	2093
3	13974810	M2094	41.4	FALSE	155379	0.200000000000003	FALSE	keep	2094
3	14130189	M2095	41.6	FALSE	155828	0.199999999999996	FALSE	keep	2095
3	14286017	M2096	41.8	FALSE	167316	0.200000000000003	FALSE	keep	2096
3	14453333	M2097	42	FALSE	174649	0.200000000000003	FALSE	keep	2097
3	14627982	M2098	42.2	FALSE	156804	0.199999999999996	FALSE	keep	2098
3	14784786	M2099	42.4	FALSE	127864	0.200000000000003	FALSE	keep	2099
3	14912650	M2100	42.6	FALSE	173552	0.199999999999996	FALSE	keep	2100
3	15086202	M2101	42.8	FALSE	158844	0.200000000000003	FALSE	keep	2101
3	15245046	M2102	43	FALSE	183167	0.200000000000003	FALSE	keep	2102
3	15428213	M2103	43.2	FALSE	315783	0.399999999999999	FALSE	keep	2103
3	15743996	M2105	43.6	FALSE	159343	0.199999999999996	FALSE	keep	2105
3	15903339	M2106	43.8	FALSE	154601	0.200000000000003	FALSE	keep	2106
3	16057940	M2107	44	FALSE	156128	0.200000000000003	FALSE	keep	2107
3	16214068	M2108	44.2	FALSE	155472	0.199999999999996	FALSE	keep	2108
3	16369540	M2109	44.4	FALSE	160218	0.200000000000003	FALSE	keep	2109
3	16529758	M2110	44.6	FALSE	158861	0.199999999999996	FALSE	keep	2110
3	16688619	M2111	44.8	FALSE	155961	0.200000000000003	FALSE	keep	2111
3	16844580	M2112	45	FALSE	135122	0.200000000000003	FALSE	keep	2112
3	16979702	M2113	45.2	FALSE	42060	0.199999999999996	FALSE	keep	2113
3	17021762	M2114	45.4	FALSE	278939	0.200000000000003	FALSE	keep	2114
3	17300701	M2115	45.6	FALSE	176595	0.199999999999996	FALSE	keep	2115
3	17477296	M2116	45.8	FALSE	157358	0.200000000000003	FALSE	keep	2116
3	17634654	M2117	46	FALSE	158598	0.200000000000003	FALSE	keep	2117
3	17793252	M2118	46.2	FALSE	145154	0.199999999999996	FALSE	keep	2118
3	17938406	M2119	46.4	FALSE	156038	0.200000000000003	FALSE	keep	2119
3	18094444	M2120	46.6	FALSE	165315	0.199999999999996	FALSE	keep	2120
3	18259759	M2121	46.8	FALSE	159615	0.200000000000003	FALSE	keep	2121
3	18419374	M2122	47	FALSE	165898	0.200000000000003	FALSE	keep	2122
3	18585272	M2123	47.2	FALSE	322315	0.399999999999999	FALSE	keep	2123
3	18907587	M2125	47.6	FALSE	166217	0.199999999999996	FALSE	keep	2125
3	19073804	M2126	47.8	FALSE	153203	0.200000000000003	FALSE	keep	2126
3	19227007	M2127	48	FALSE	160884	0.200000000000003	FALSE	keep	2127
3	19387891	M2128	48.2	FALSE	151182	0.199999999999996	FALSE	keep	2128
3	19539073	M2129	48.4	FALSE	160584	0.200000000000003	FALSE	keep	2129
3	19699657	M2130	48.6	FALSE	157538	0.199999999999996	FALSE	keep	2130
3	19857195	M2131	48.8	FALSE	161083	0.200000000000003	FALSE	keep	2131
3	20018278	M2132	49	FALSE	151516	0.200000000000003	FALSE	keep	2132
3	20169794	M2133	49.2	FALSE	157116	0.199999999999996	FALSE	keep	2133
3	20326910	M2134	49.4	FALSE	154491	0.200000000000003	FALSE	keep	2134
3	20481401	M2135	49.6	FALSE	156891	0.199999999999996	FALSE	keep	2135
3	20638292	M2136	49.8	FALSE	176033	0.200000000000003	FALSE	keep	2136
3	20814325	M2137	50	FALSE	305450	0.200000000000003	FALSE	keep	2137
3	21119775	M2138	50.2	FALSE	340809	0.199999999999996	FALSE	keep	2138
3	21460584	M2139	50.4	FALSE	340019	0.200000000000003	FALSE	keep	2139
3	21800603	M2140	50.6	FALSE	921807	0.600000000000001	FALSE	keep	2140
3	22722410	M2143	51.2	FALSE	305363	0.199999999999996	FALSE	keep	2143
3	23027773	M2144	51.4	FALSE	327516	0.200000000000003	FALSE	keep	2144
3	23355289	M2145	51.6	FALSE	337403	0.199999999999996	FALSE	keep	2145
3	23692692	M2146	51.8	FALSE	461892	0.200000000000003	FALSE	keep	2146
3	24154584	M2147	52	FALSE	1221759	0.399999999999999	FALSE	keep	2147
3	25376343	M2149	52.4	FALSE	627499	0.200000000000003	FALSE	keep	2149
3	26003842	M2150	52.6	FALSE	1950015	0.600000000000001	FALSE	keep	2150
3	27953857	M2153	53.2	FALSE	336625	0.199999999999996	FALSE	keep	2153
3	28290482	M2154	53.4	FALSE	425826	0.200000000000003	FALSE	keep	2154
3	28716308	M2155	53.6	FALSE	383969	0.199999999999996	FALSE	keep	2155
3	29100277	M2156	53.8	FALSE	376600	0.200000000000003	FALSE	keep	2156
3	29476877	M2157	54	FALSE	674438	0.200000000000003	FALSE	keep	2157
3	30151315	M2158	54.2	FALSE	975775	0.199999999999996	FALSE	keep	2158
3	31127090	M2159	54.4	FALSE	886339	0.200000000000003	FALSE	keep	2159
3	32013429	M2160	54.6	FALSE	1915821	0.199999999999996	FALSE	keep	2160
3	33929250	M2161	54.8	FALSE	1473887	0.200000000000003	FALSE	keep	2161
3	35403137	M2162	55	FALSE	1480770	0.200000000000003	FALSE	keep	2162
3	36883907	M2163	55.2	FALSE	3995249	0.199999999999996	FALSE	keep	2163
