"ID"	"RI_ACCESSION"	"popN"	"family"	"ind"	"lane"	"pop_fam_ind"	"library_ID"	"platform"	"instrument_model"	"fastq1"	"fastq2"
"HILO130"	"RIMMA0366"	366	"E"	"xi"	4	"RIMMA0366_E_xi"	"HILO130_L004"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO130_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO130_2.fq.gz"
"HILO131"	"RIMMA0373"	373	"B"	"xi"	4	"RIMMA0373_B_xi"	"HILO131_L004"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO131_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO131_2.fq.gz"
"HILO132"	"RIMMA0361"	361	"H"	"xi"	4	"RIMMA0361_H_xi"	"HILO132_L004"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO132_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO132_2.fq.gz"
"HILO133"	"RIMME0025"	25	"A"	"xi"	4	"RIMME0025_A_xi"	"HILO133_L004"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO133_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO133_2.fq.gz"
"HILO134"	"RIMME0031"	31	"A"	"xi"	4	"RIMME0031_A_xi"	"HILO134_L004"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO134_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO134_2.fq.gz"
"HILO135"	"RIMMA0360"	360	"B"	"x"	4	"RIMMA0360_B_x"	"HILO135_L004"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO135_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO135_2.fq.gz"
"HILO137"	"RIMMA0374"	374	"H"	"xi"	4	"RIMMA0374_H_xi"	"HILO137_L004"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO137_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO137_2.fq.gz"
"HILO139"	"RIMME0030"	30	"H"	"xi"	4	"RIMME0030_H_xi"	"HILO139_L004"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO139_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO139_2.fq.gz"
"HILO140"	"RIMME0018"	18	"F"	"xi"	4	"RIMME0018_F_xi"	"HILO140_L004"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO140_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO140_2.fq.gz"
"HILO140"	"RIMME0018"	18	"F"	"xi"	8	"RIMME0018_F_xi"	"HILO140_L008"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/Jan2019_8/HILO140_1.fq.gz"	"data/HILO_raw_reads/Jan2019_8/HILO140_2.fq.gz"
"HILO141"	"RIMME0023"	23	"H"	"xi"	4	"RIMME0023_H_xi"	"HILO141_L004"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO141_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO141_2.fq.gz"
"HILO142"	"RIMME0027"	27	"C"	"xi"	4	"RIMME0027_C_xi"	"HILO142_L004"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO142_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO142_2.fq.gz"
"HILO143"	"RIMME0033"	33	"F"	"xi"	4	"RIMME0033_F_xi"	"HILO143_L004"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO143_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO143_2.fq.gz"
"HILO143"	"RIMME0033"	33	"F"	"xi"	8	"RIMME0033_F_xi"	"HILO143_L008"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/Jan2019_8/HILO143_1.fq.gz"	"data/HILO_raw_reads/Jan2019_8/HILO143_2.fq.gz"
"HILO146"	"RIMME0020"	20	"J"	"xi"	4	"RIMME0020_J_xi"	"HILO146_L004"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO146_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO146_2.fq.gz"
"HILO146"	"RIMME0020"	20	"J"	"xi"	8	"RIMME0020_J_xi"	"HILO146_L008"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/Jan2019_8/HILO146_1.fq.gz"	"data/HILO_raw_reads/Jan2019_8/HILO146_2.fq.gz"
"HILO147"	"RIMME0029"	29	"F"	"xi"	4	"RIMME0029_F_xi"	"HILO147_L004"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO147_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO147_2.fq.gz"
"HILO148"	"RIMME0021"	21	"B"	"xi"	4	"RIMME0021_B_xi"	"HILO148_L004"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO148_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO148_2.fq.gz"
"HILO149"	"RIMME0021"	21	"G"	"xi"	4	"RIMME0021_G_xi"	"HILO149_L004"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO149_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO149_2.fq.gz"
"HILO151"	"RIMME0022"	22	"C"	"xi"	4	"RIMME0022_C_xi"	"HILO151_L004"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO151_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO151_2.fq.gz"
"HILO151"	"RIMME0022"	22	"C"	"xi"	8	"RIMME0022_C_xi"	"HILO151_L008"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/Jan2019_8/HILO151_1.fq.gz"	"data/HILO_raw_reads/Jan2019_8/HILO151_2.fq.gz"
"HILO152"	"RIMME0033"	33	"M"	"xi"	4	"RIMME0033_M_xi"	"HILO152_L004"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO152_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO152_2.fq.gz"
"HILO152"	"RIMME0033"	33	"M"	"xi"	8	"RIMME0033_M_xi"	"HILO152_L008"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/Jan2019_8/HILO152_1.fq.gz"	"data/HILO_raw_reads/Jan2019_8/HILO152_2.fq.gz"
"HILO153"	"RIMME0022"	22	"P"	"xi"	4	"RIMME0022_P_xi"	"HILO153_L004"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO153_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO153_2.fq.gz"
"HILO153"	"RIMME0022"	22	"P"	"xi"	8	"RIMME0022_P_xi"	"HILO153_L008"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/Jan2019_8/HILO153_1.fq.gz"	"data/HILO_raw_reads/Jan2019_8/HILO153_2.fq.gz"
"HILO154"	"RIMMA0371"	371	"D"	"xi"	4	"RIMMA0371_D_xi"	"HILO154_L004"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO154_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO154_2.fq.gz"
"HILO155"	"RIMME0021"	21	"I"	"xi"	4	"RIMME0021_I_xi"	"HILO155_L004"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO155_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO155_2.fq.gz"
"HILO156"	"RIMME0021"	21	"Q"	"xi"	4	"RIMME0021_Q_xi"	"HILO156_L004"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO156_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO156_2.fq.gz"
"HILO157"	"RIMME0020"	20	"H"	"xi"	4	"RIMME0020_H_xi"	"HILO157_L004"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO157_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO157_2.fq.gz"
"HILO157"	"RIMME0020"	20	"H"	"xi"	8	"RIMME0020_H_xi"	"HILO157_L008"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/Jan2019_8/HILO157_1.fq.gz"	"data/HILO_raw_reads/Jan2019_8/HILO157_2.fq.gz"
"HILO158"	"RIMME0022"	22	"B"	"xi"	4	"RIMME0022_B_xi"	"HILO158_L004"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO158_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO158_2.fq.gz"
"HILO158"	"RIMME0022"	22	"B"	"xi"	8	"RIMME0022_B_xi"	"HILO158_L008"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/Jan2019_8/HILO158_1.fq.gz"	"data/HILO_raw_reads/Jan2019_8/HILO158_2.fq.gz"
"HILO159"	"RIMME0033"	33	"G"	"xi"	4	"RIMME0033_G_xi"	"HILO159_L004"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO159_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO159_2.fq.gz"
"HILO159"	"RIMME0033"	33	"G"	"xi"	8	"RIMME0033_G_xi"	"HILO159_L008"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/Jan2019_8/HILO159_1.fq.gz"	"data/HILO_raw_reads/Jan2019_8/HILO159_2.fq.gz"
"HILO160"	"RIMME0022"	22	"J"	"xi"	4	"RIMME0022_J_xi"	"HILO160_L004"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO160_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO160_2.fq.gz"
"HILO160"	"RIMME0022"	22	"J"	"xi"	8	"RIMME0022_J_xi"	"HILO160_L008"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/Jan2019_8/HILO160_1.fq.gz"	"data/HILO_raw_reads/Jan2019_8/HILO160_2.fq.gz"
"HILO161"	"RIMME0021"	21	"D"	"xi"	5	"RIMME0021_D_xi"	"HILO161_L005"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO161_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO161_2.fq.gz"
"HILO162"	"RIMMA0371"	371	"I"	"xi"	5	"RIMMA0371_I_xi"	"HILO162_L005"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO162_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO162_2.fq.gz"
"HILO163"	"RIMME0029"	29	"K"	"xi"	5	"RIMME0029_K_xi"	"HILO163_L005"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO163_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO163_2.fq.gz"
"HILO164"	"RIMME0020"	20	"A"	"xi"	5	"RIMME0020_A_xi"	"HILO164_L005"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO164_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO164_2.fq.gz"
"HILO164"	"RIMME0020"	20	"A"	"xi"	8	"RIMME0020_A_xi"	"HILO164_L008"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/Jan2019_8/HILO164_1.fq.gz"	"data/HILO_raw_reads/Jan2019_8/HILO164_2.fq.gz"
"HILO165"	"RIMMA0362"	362	"H"	"xi"	5	"RIMMA0362_H_xi"	"HILO165_L005"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO165_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO165_2.fq.gz"
"HILO166"	"RIMME0020"	20	"G"	"xi"	5	"RIMME0020_G_xi"	"HILO166_L005"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO166_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO166_2.fq.gz"
"HILO166"	"RIMME0020"	20	"G"	"xi"	8	"RIMME0020_G_xi"	"HILO166_L008"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/Jan2019_8/HILO166_1.fq.gz"	"data/HILO_raw_reads/Jan2019_8/HILO166_2.fq.gz"
"HILO167"	"RIMME0033"	33	"K"	"xi"	5	"RIMME0033_K_xi"	"HILO167_L005"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO167_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO167_2.fq.gz"
"HILO167"	"RIMME0033"	33	"K"	"xi"	8	"RIMME0033_K_xi"	"HILO167_L008"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/Jan2019_8/HILO167_1.fq.gz"	"data/HILO_raw_reads/Jan2019_8/HILO167_2.fq.gz"
"HILO169"	"RIMMA0363"	363	"B"	"xi"	5	"RIMMA0363_B_xi"	"HILO169_L005"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO169_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO169_2.fq.gz"
"HILO170"	"RIMMA0371"	371	"F"	"xi"	5	"RIMMA0371_F_xi"	"HILO170_L005"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO170_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO170_2.fq.gz"
"HILO171"	"RIMME0034"	34	"C"	"xi"	5	"RIMME0034_C_xi"	"HILO171_L005"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO171_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO171_2.fq.gz"
"HILO173"	"RIMME0033"	33	"H"	"xi"	5	"RIMME0033_H_xi"	"HILO173_L005"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO173_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO173_2.fq.gz"
"HILO173"	"RIMME0033"	33	"H"	"xi"	8	"RIMME0033_H_xi"	"HILO173_L008"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/Jan2019_8/HILO173_1.fq.gz"	"data/HILO_raw_reads/Jan2019_8/HILO173_2.fq.gz"
"HILO174"	"RIMME0022"	22	"M"	"xi"	5	"RIMME0022_M_xi"	"HILO174_L005"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO174_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO174_2.fq.gz"
"HILO174"	"RIMME0022"	22	"M"	"xi"	8	"RIMME0022_M_xi"	"HILO174_L008"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/Jan2019_8/HILO174_1.fq.gz"	"data/HILO_raw_reads/Jan2019_8/HILO174_2.fq.gz"
"HILO175"	"RIMMA0363"	363	"G"	"xi"	5	"RIMMA0363_G_xi"	"HILO175_L005"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO175_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO175_2.fq.gz"
"HILO176"	"RIMME0029"	29	"R"	"xi"	5	"RIMME0029_R_xi"	"HILO176_L005"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO176_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO176_2.fq.gz"
"HILO177"	"RIMMA0363"	363	"E"	"xi"	5	"RIMMA0363_E_xi"	"HILO177_L005"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO177_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO177_2.fq.gz"
"HILO179"	"RIMME0033"	33	"J"	"xi"	5	"RIMME0033_J_xi"	"HILO179_L005"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO179_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO179_2.fq.gz"
"HILO179"	"RIMME0033"	33	"J"	"xi"	8	"RIMME0033_J_xi"	"HILO179_L008"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/Jan2019_8/HILO179_1.fq.gz"	"data/HILO_raw_reads/Jan2019_8/HILO179_2.fq.gz"
"HILO181"	"RIMME0020"	20	"O"	"xi"	5	"RIMME0020_O_xi"	"HILO181_L005"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO181_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO181_2.fq.gz"
"HILO181"	"RIMME0020"	20	"O"	"xi"	8	"RIMME0020_O_xi"	"HILO181_L008"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/Jan2019_8/HILO181_1.fq.gz"	"data/HILO_raw_reads/Jan2019_8/HILO181_2.fq.gz"
"HILO182"	"RIMME0029"	29	"D"	"xi"	5	"RIMME0029_D_xi"	"HILO182_L005"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO182_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO182_2.fq.gz"
"HILO183"	"RIMME0021"	21	"F"	"xi"	5	"RIMME0021_F_xi"	"HILO183_L005"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO183_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO183_2.fq.gz"
"HILO184"	"RIMMA0362"	362	"D"	"xi"	5	"RIMMA0362_D_xi"	"HILO184_L005"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO184_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO184_2.fq.gz"
"HILO185"	"RIMME0033"	33	"A"	"xi"	5	"RIMME0033_A_xi"	"HILO185_L005"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO185_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO185_2.fq.gz"
"HILO185"	"RIMME0033"	33	"A"	"xi"	8	"RIMME0033_A_xi"	"HILO185_L008"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/Jan2019_8/HILO185_1.fq.gz"	"data/HILO_raw_reads/Jan2019_8/HILO185_2.fq.gz"
"HILO188"	"RIMMA0371"	371	"B"	"xi"	5	"RIMMA0371_B_xi"	"HILO188_L005"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO188_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO188_2.fq.gz"
"HILO189"	"RIMME0029"	29	"C"	"xi"	5	"RIMME0029_C_xi"	"HILO189_L005"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO189_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO189_2.fq.gz"
"HILO191"	"RIMME0020"	20	"L"	"xi"	5	"RIMME0020_L_xi"	"HILO191_L005"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO191_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO191_2.fq.gz"
"HILO191"	"RIMME0020"	20	"L"	"xi"	8	"RIMME0020_L_xi"	"HILO191_L008"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/Jan2019_8/HILO191_1.fq.gz"	"data/HILO_raw_reads/Jan2019_8/HILO191_2.fq.gz"
"HILO192"	"RIMME0033"	33	"D"	"xi"	5	"RIMME0033_D_xi"	"HILO192_L005"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO192_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO192_2.fq.gz"
"HILO192"	"RIMME0033"	33	"D"	"xi"	8	"RIMME0033_D_xi"	"HILO192_L008"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/Jan2019_8/HILO192_1.fq.gz"	"data/HILO_raw_reads/Jan2019_8/HILO192_2.fq.gz"
"HILO193"	"RIMMA0362"	362	"B"	"xi"	5	"RIMMA0362_B_xi"	"HILO193_L005"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO193_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO193_2.fq.gz"
"HILO194"	"RIMME0021"	21	"C"	"xi"	5	"RIMME0021_C_xi"	"HILO194_L005"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO194_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO194_2.fq.gz"
"HILO195"	"RIMMA0371"	371	"E"	"xi"	5	"RIMMA0371_E_xi"	"HILO195_L005"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO195_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO195_2.fq.gz"
"HILO196"	"RIMME0033"	33	"B"	"xi"	5	"RIMME0033_B_xi"	"HILO196_L005"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO196_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO196_2.fq.gz"
"HILO196"	"RIMME0033"	33	"B"	"xi"	8	"RIMME0033_B_xi"	"HILO196_L008"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/Jan2019_8/HILO196_1.fq.gz"	"data/HILO_raw_reads/Jan2019_8/HILO196_2.fq.gz"
"HILO197"	"RIMME0020"	20	"C"	"xi"	5	"RIMME0020_C_xi"	"HILO197_L005"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO197_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO197_2.fq.gz"
"HILO197"	"RIMME0020"	20	"C"	"xi"	8	"RIMME0020_C_xi"	"HILO197_L008"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/Jan2019_8/HILO197_1.fq.gz"	"data/HILO_raw_reads/Jan2019_8/HILO197_2.fq.gz"
"HILO199"	"RIMME0022"	22	"L"	"xi"	5	"RIMME0022_L_xi"	"HILO199_L005"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO199_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO199_2.fq.gz"
"HILO199"	"RIMME0022"	22	"L"	"xi"	8	"RIMME0022_L_xi"	"HILO199_L008"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/Jan2019_8/HILO199_1.fq.gz"	"data/HILO_raw_reads/Jan2019_8/HILO199_2.fq.gz"
"HILO200"	"RIMMA0363"	363	"H"	"xi"	5	"RIMMA0363_H_xi"	"HILO200_L005"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/March2018/HILO200_1.fq.gz"	"data/HILO_raw_reads/March2018/HILO200_2.fq.gz"
"HILO201"	"RIMMA0363"	363	"J"	"xi"	6	"RIMMA0363_J_xi"	"HILO201_L006"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/Jan2019_6/HILO201_1.fq.gz"	"data/HILO_raw_reads/Jan2019_6/HILO201_2.fq.gz"
"HILO202"	"RIMME0020"	20	"M"	"xi"	6	"RIMME0020_M_xi"	"HILO202_L006"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/Jan2019_6/HILO202_1.fq.gz"	"data/HILO_raw_reads/Jan2019_6/HILO202_2.fq.gz"
"HILO203"	"RIMME0033"	33	"O"	"xi"	6	"RIMME0033_O_xi"	"HILO203_L006"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/Jan2019_6/HILO203_1.fq.gz"	"data/HILO_raw_reads/Jan2019_6/HILO203_2.fq.gz"
"HILO206"	"RIMMA0371"	371	"G"	"xi"	6	"RIMMA0371_G_xi"	"HILO206_L006"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/Jan2019_6/HILO206_1.fq.gz"	"data/HILO_raw_reads/Jan2019_6/HILO206_2.fq.gz"
"HILO207"	"RIMME0021"	21	"H"	"xi"	6	"RIMME0021_H_xi"	"HILO207_L006"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/Jan2019_6/HILO207_1.fq.gz"	"data/HILO_raw_reads/Jan2019_6/HILO207_2.fq.gz"
"HILO208"	"RIMME0020"	20	"F"	"xi"	6	"RIMME0020_F_xi"	"HILO208_L006"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/Jan2019_6/HILO208_1.fq.gz"	"data/HILO_raw_reads/Jan2019_6/HILO208_2.fq.gz"
"HILO210"	"RIMME0022"	22	"E"	"xi"	6	"RIMME0022_E_xi"	"HILO210_L006"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/Jan2019_6/HILO210_1.fq.gz"	"data/HILO_raw_reads/Jan2019_6/HILO210_2.fq.gz"
"HILO211"	"RIMME0029"	29	"H"	"xi"	6	"RIMME0029_H_xi"	"HILO211_L006"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/Jan2019_6/HILO211_1.fq.gz"	"data/HILO_raw_reads/Jan2019_6/HILO211_2.fq.gz"
"HILO213"	"RIMMA0363"	363	"F"	"xi"	6	"RIMMA0363_F_xi"	"HILO213_L006"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/Jan2019_6/HILO213_1.fq.gz"	"data/HILO_raw_reads/Jan2019_6/HILO213_2.fq.gz"
"HILO215"	"RIMME0034"	34	"F"	"xi"	6	"RIMME0034_F_xi"	"HILO215_L006"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/Jan2019_6/HILO215_1.fq.gz"	"data/HILO_raw_reads/Jan2019_6/HILO215_2.fq.gz"
"HILO217"	"RIMME0020"	20	"D"	"xi"	6	"RIMME0020_D_xi"	"HILO217_L006"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/Jan2019_6/HILO217_1.fq.gz"	"data/HILO_raw_reads/Jan2019_6/HILO217_2.fq.gz"
"HILO218"	"RIMMA0371"	371	"C"	"xi"	6	"RIMMA0371_C_xi"	"HILO218_L006"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/Jan2019_6/HILO218_1.fq.gz"	"data/HILO_raw_reads/Jan2019_6/HILO218_2.fq.gz"
"HILO219"	"RIMMA0363"	363	"A"	"xi"	6	"RIMMA0363_A_xi"	"HILO219_L006"	"ILLUMINA"	"Illumina HiSeq 4000"	"data/HILO_raw_reads/Jan2019_6/HILO219_1.fq.gz"	"data/HILO_raw_reads/Jan2019_6/HILO219_2.fq.gz"
"HILO300"	"RIMME0023"	23	"F"	"i"	9	"RIMME0023_F_i"	"HILO300_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO300_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO300_2.fq.gz"
"HILO301"	"RIMMA0372"	372	"C"	"i"	9	"RIMMA0372_C_i"	"HILO301_L009"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_1/HILO301_1.fq.gz"	"data/HILO_raw_reads/April2020_1/HILO301_2.fq.gz"
